Age,Gender,Occupation,Daily_AI_Usage_Hours,AI_Usage_Purpose,Specialization,AI_Tools_Used,AI_Usage_Frequency,AI_Skill_Level,Device_Used,Data_Privacy_Concern,AI_Trust_Level,Location,Language_Preference,Internet_Speed,AI_Usage_Change_in_6_Months,Uses_Paid_AI_Tools,Satisfaction_Level,Can_Live_Without_AI,Task_Complexity,Time_to_Respond_Seconds,Performance (%)
21,Female,Freelancer,11,Health,Education,Midjourney,Often,Advanced,Tablet,High,High,Urban,French,Medium,Increased,No,2,Yes,3,44,80
31,,Engineer,8,Health,Medicine,ChatGPT,Daily,Beginner,Mobile,Low,Moderate,Suburban,Arabic,Fast,Same,Yes,3,Yes,4,118,60
24,Male,Teacher,7,Daily Life,Medicine,Copilot,Rarely,Intermediate,Mobile,High,,Urban,Arabic,Slow,Increased,No,9,No,2,40,65
19,Female,Doctor,2,Daily Life,Business,Other,Sometimes,Beginner,Desktop,High,High,Rural,English,Slow,Increased,Yes,3,Yes,2,26,83
30,,Freelancer,12,Entertainment,Computer Science,ChatGPT,Daily,Beginner,Desktop,High,Low,Suburban,French,Fast,Same,Yes,7,No,2,43,65
60,Male,Student,11,,Engineering,Notion AI,Often,Advanced,Mobile,Low,High,Urban,Spanish,Medium,Same,No,4,Yes,2,40,65
34,Male,Teacher,2,Health,Business,Bard,Often,Intermediate,Desktop,Low,High,Urban,English,Fast,Same,No,9,No,3,51,78
44,Female,Researcher,12,Study,Medicine,Midjourney,Daily,,Laptop,Medium,High,Urban,French,,Same,Yes,7,No,2,39,65
63,Male,Doctor,5,Shopping,Computer Science,Copilot,Daily,Intermediate,Tablet,High,High,Rural,English,Medium,Decreased,No,3,Yes,3,46,80
51,Female,Student,11,Shopping,Business,Notion AI,Sometimes,,Desktop,Medium,Moderate,Urban,English,Fast,Increased,No,10,No,2,26,85
50,,Freelancer,2,Daily Life,Art,ChatGPT,Sometimes,Beginner,Mobile,Medium,Low,Urban,French,Slow,Decreased,No,10,No,2,32,67
30,,Designer,10,Daily Life,Business,Notion AI,Rarely,Beginner,Mobile,High,Low,Suburban,Arabic,Slow,Increased,No,3,Yes,2,41,65
41,Male,Freelancer,2,Study,Education,Other,Often,Beginner,Mobile,High,Low,Suburban,English,Medium,Increased,Yes,6,No,2,24,85
60,Female,Freelancer,11,Work,Art,Copilot,Sometimes,Intermediate,Mobile,Low,Low,Suburban,Arabic,Medium,Decreased,Yes,1,Yes,2,29,87
45,Male,Engineer,4,Entertainment,Engineering,Bard,Rarely,Beginner,Desktop,Medium,Low,Urban,English,Fast,Same,Yes,4,Yes,3,58,83
55,Female,Teacher,4,Entertainment,Business,ChatGPT,Rarely,Intermediate,Tablet,High,Moderate,Rural,Arabic,Slow,Same,Yes,6,No,2,44,65
63,Male,Student,8,Shopping,Engineering,Bard,Often,Intermediate,Tablet,Low,Moderate,Rural,French,Slow,Decreased,Yes,7,No,2,20,87
61,Female,Freelancer,7,Shopping,Engineering,Notion AI,Rarely,Intermediate,,Medium,Moderate,Urban,French,Slow,Increased,,7,No,2,27,83
35,Female,Freelancer,0,Shopping,Art,Other,Daily,Beginner,,Medium,Low,Suburban,French,Fast,Same,No,2,Yes,2,31,65
49,Male,Doctor,0,Entertainment,Education,ChatGPT,Daily,Beginner,Laptop,Low,Moderate,Urban,English,Medium,Same,,6,No,3,72,67
51,Female,Designer,9,Health,Education,Copilot,Rarely,Beginner,Desktop,Medium,Moderate,Rural,English,Medium,Same,No,8,No,3,45,83
46,,Student,2,Shopping,Law,Other,Often,Intermediate,Desktop,Medium,Low,Urban,Arabic,,Increased,No,4,Yes,2,20,83
50,Male,Teacher,1,Health,Education,Other,Often,Beginner,Tablet,High,Moderate,Suburban,Spanish,Slow,Increased,No,1,Yes,3,78,67
53,Female,Engineer,11,Health,,Copilot,Rarely,Advanced,Laptop,Medium,Moderate,Urban,Arabic,Fast,Same,Yes,7,No,4,108,60
55,,Freelancer,0,Shopping,Education,Midjourney,Sometimes,Beginner,Tablet,Medium,High,Urban,Arabic,Fast,Increased,No,6,No,2,33,63
33,Male,Student,12,Study,,ChatGPT,Rarely,Advanced,Mobile,High,Low,Rural,Arabic,Slow,Decreased,No,1,Yes,2,22,83
32,Male,Researcher,8,Entertainment,Engineering,ChatGPT,,Advanced,Laptop,Low,Low,Urban,French,Fast,Same,Yes,6,No,2,32,67
32,Male,Engineer,4,Study,Art,Bard,Often,Beginner,Laptop,High,High,Rural,Arabic,Fast,Decreased,No,2,Yes,3,42,78
34,Female,Doctor,11,Work,Medicine,Bard,Daily,Advanced,Laptop,Medium,Low,Urban,English,Fast,Increased,Yes,7,No,3,52,80
32,Male,Designer,8,Daily Life,Medicine,Midjourney,Sometimes,Intermediate,Desktop,Medium,Low,Rural,Arabic,Fast,Same,Yes,9,No,2,39,65
46,Female,Student,7,Study,Education,Bard,Rarely,Beginner,Mobile,Medium,Moderate,Suburban,English,Fast,Increased,Yes,6,No,2,37,63
20,Female,Designer,8,Daily Life,Education,Other,Often,Advanced,Desktop,Medium,High,Urban,Spanish,Fast,Same,No,1,Yes,2,32,63
18,,Researcher,11,Daily Life,Law,Bard,Daily,Beginner,Tablet,High,Low,Suburban,Arabic,Fast,Decreased,Yes,7,No,2,47,63
49,Female,Researcher,4,Entertainment,Art,Copilot,Rarely,Beginner,Mobile,High,Moderate,Rural,Arabic,Medium,Increased,Yes,8,No,2,48,65
39,Female,Researcher,8,Daily Life,Computer Science,Notion AI,Rarely,Beginner,Mobile,High,Low,Rural,English,Fast,Increased,Yes,7,No,2,45,65
32,,Teacher,4,Daily Life,Business,Notion AI,Sometimes,Intermediate,Mobile,Medium,Moderate,Rural,French,,Increased,No,9,No,2,22,83
43,,Teacher,2,Work,Medicine,ChatGPT,Sometimes,Advanced,Desktop,High,High,Rural,French,Medium,Decreased,No,2,Yes,2,24,83
37,,Teacher,0,Shopping,Art,Other,Sometimes,Beginner,Desktop,Low,High,Rural,Arabic,Fast,Decreased,No,6,No,2,21,87
27,,Unemployed,2,Study,Medicine,Other,Often,Advanced,Laptop,Low,High,Suburban,French,Fast,Same,Yes,1,Yes,2,36,63
36,Female,Researcher,12,Work,Art,Copilot,Often,Intermediate,Laptop,Low,Moderate,Urban,English,Slow,Same,No,6,No,2,32,65
19,Male,Researcher,0,Health,Art,Other,Rarely,Intermediate,Desktop,High,High,Urban,Arabic,Medium,Increased,Yes,1,Yes,3,43,80
44,,Freelancer,8,Work,Business,Notion AI,Daily,Advanced,Tablet,High,High,Urban,Spanish,,Same,Yes,1,Yes,2,23,83
19,Male,Student,12,Shopping,Medicine,Notion AI,Sometimes,Beginner,Laptop,Medium,Low,Rural,English,Slow,Increased,Yes,6,No,2,47,63
37,Female,Engineer,3,Work,Law,ChatGPT,Rarely,Beginner,Mobile,High,Low,Suburban,English,Slow,Decreased,No,3,Yes,3,57,80
35,Female,Engineer,6,Entertainment,Education,Notion AI,Sometimes,Advanced,Desktop,Medium,Moderate,Urban,Spanish,Fast,Increased,No,8,No,3,51,83
33,Female,Designer,6,Health,Art,Other,Daily,Beginner,Tablet,Low,High,Suburban,English,Medium,Increased,Yes,9,No,3,82,67
39,,Unemployed,9,Health,Business,Bard,Often,Intermediate,Desktop,High,High,Rural,French,Medium,Increased,Yes,9,No,2,24,87
32,Male,Designer,10,Shopping,Art,Other,Often,Beginner,Laptop,Medium,High,Urban,Spanish,Fast,Decreased,Yes,1,Yes,2,28,87
43,Male,Engineer,8,Health,Medicine,Midjourney,Sometimes,Intermediate,Desktop,Medium,High,Suburban,Arabic,Medium,Decreased,Yes,5,Yes,4,88,70
18,,Engineer,8,Shopping,Medicine,Bard,Daily,Beginner,Tablet,High,Low,Rural,Spanish,Medium,Decreased,Yes,7,No,3,54,83
27,Female,Teacher,6,Daily Life,Art,Bard,Often,Beginner,Laptop,Low,Moderate,Rural,English,Medium,Increased,No,5,Yes,2,28,85
47,Male,Student,10,Health,Engineering,Notion AI,Daily,Beginner,Tablet,Medium,Low,Suburban,Arabic,Slow,Same,Yes,8,No,2,27,87
39,Female,Doctor,5,Shopping,Engineering,Bard,Sometimes,Beginner,Laptop,Medium,Low,Suburban,Arabic,Fast,Same,Yes,5,Yes,3,56,77
33,,Doctor,0,Work,Law,Copilot,Sometimes,Intermediate,Laptop,Medium,Moderate,Suburban,English,Medium,Same,Yes,2,Yes,3,52,78
46,,Unemployed,10,Shopping,Law,ChatGPT,Sometimes,Advanced,Desktop,High,Moderate,Urban,French,Fast,Increased,Yes,6,No,2,39,63
19,,Unemployed,6,Daily Life,Law,ChatGPT,Daily,Beginner,Tablet,Low,Moderate,Rural,Spanish,Fast,Decreased,Yes,10,No,1,18,83
46,,Designer,6,Study,Business,ChatGPT,Daily,Advanced,Laptop,Medium,Low,Urban,Arabic,Fast,Decreased,No,1,Yes,2,44,67
22,,Engineer,8,Entertainment,Art,Other,Sometimes,Intermediate,Laptop,High,Low,Urban,English,Slow,Increased,Yes,10,No,3,53,78
22,,Designer,12,Work,,Midjourney,Rarely,Beginner,Mobile,Medium,High,Suburban,Arabic,Slow,Decreased,Yes,5,Yes,2,37,65
46,Female,Researcher,10,Study,Medicine,Notion AI,Sometimes,Intermediate,Tablet,High,Moderate,Suburban,English,Medium,Same,No,8,No,2,50,67
21,Male,Designer,9,Entertainment,Education,Other,Sometimes,Intermediate,Tablet,High,Low,Rural,French,Medium,Same,Yes,1,Yes,2,49,65
30,,Freelancer,11,Work,Education,Bard,Sometimes,Beginner,Laptop,Medium,Low,Rural,English,Slow,Increased,No,9,No,2,33,65
22,Male,Unemployed,9,Daily Life,Education,ChatGPT,Sometimes,Advanced,Mobile,Medium,High,Rural,Arabic,Fast,Decreased,Yes,2,Yes,1,26,85
29,Male,Teacher,7,Health,Business,Notion AI,Often,Beginner,Tablet,High,High,Urban,Arabic,Fast,Decreased,Yes,1,Yes,3,51,83
26,,Student,3,Study,Business,Copilot,Sometimes,Beginner,Desktop,Low,Low,Suburban,French,Medium,Increased,No,8,No,2,39,63
62,Male,Teacher,1,Work,Business,Notion AI,Rarely,Beginner,Mobile,Medium,Low,Rural,Arabic,Medium,Same,No,1,Yes,2,39,67
54,Male,Student,4,Study,Engineering,ChatGPT,Daily,Beginner,Desktop,Medium,Low,Suburban,English,Medium,Same,Yes,4,Yes,2,23,83
22,Male,Doctor,12,Health,Art,Bard,Rarely,Advanced,Desktop,High,Low,Suburban,French,Slow,Same,No,7,No,4,100,57
43,Male,Unemployed,10,Entertainment,Art,Midjourney,Sometimes,Intermediate,Mobile,Medium,Low,Suburban,English,,Decreased,Yes,10,No,2,43,63
19,,Unemployed,1,Daily Life,Computer Science,Bard,Rarely,Beginner,Desktop,High,Low,Urban,English,Medium,Same,No,2,Yes,1,19,83
60,Male,Teacher,7,Study,Art,ChatGPT,Sometimes,,Laptop,High,High,Urban,French,Fast,Increased,No,10,No,2,47,63
19,Female,Designer,5,Study,Law,Other,Often,Advanced,Tablet,Low,Low,Rural,Spanish,Slow,Increased,No,3,Yes,2,43,63
62,Female,Teacher,2,Shopping,Computer Science,Midjourney,Rarely,Intermediate,Desktop,Medium,Low,Rural,Spanish,Medium,Increased,No,7,No,2,26,87
51,,Unemployed,4,Entertainment,,Other,Daily,Advanced,Desktop,Low,Low,Rural,Arabic,Medium,Same,No,8,No,2,39,65
59,Male,Researcher,27,Health,Art,Copilot,Sometimes,Intermediate,Tablet,High,High,Suburban,Spanish,Slow,Decreased,Yes,9,No,3,90,65
64,,Teacher,8,Entertainment,Law,Midjourney,Often,Beginner,Laptop,High,Moderate,Suburban,Spanish,Medium,Same,No,4,Yes,2,43,65
60,,Student,3,Health,Computer Science,Notion AI,Often,Beginner,Desktop,Low,High,Suburban,French,Slow,Decreased,Yes,3,Yes,2,23,85
47,Female,Doctor,1,Health,,Midjourney,Rarely,,Desktop,High,Low,Suburban,Arabic,Slow,Increased,Yes,6,No,4,95,55
32,,Student,9,,Law,ChatGPT,Daily,Intermediate,Laptop,Low,Low,Urban,Arabic,Medium,Increased,No,10,No,2,25,83
57,Male,Researcher,1,Health,Art,Notion AI,Often,Advanced,Mobile,Medium,Moderate,Suburban,French,Slow,Decreased,Yes,1,Yes,3,47,77
53,,Teacher,11,Study,Art,Midjourney,Rarely,Advanced,Tablet,High,Moderate,Urban,French,Medium,Same,No,3,Yes,2,38,65
29,Female,Designer,8,Entertainment,Education,Other,Daily,Intermediate,Tablet,Low,Low,Urban,French,Medium,Decreased,Yes,8,No,2,20,83
56,Male,Teacher,0,Study,Engineering,,Daily,Beginner,Desktop,High,Low,Rural,Spanish,Slow,Decreased,No,6,No,2,21,87
57,Female,Researcher,5,Entertainment,Engineering,Midjourney,Often,Intermediate,,Medium,High,Suburban,English,Medium,Decreased,Yes,9,No,2,30,83
45,Female,Unemployed,7,Work,Education,Midjourney,Sometimes,Advanced,Tablet,High,Moderate,Suburban,English,Medium,Same,Yes,4,Yes,2,37,65
60,Male,Student,3,Daily Life,Art,Notion AI,Rarely,Beginner,Desktop,Medium,Moderate,Urban,English,Medium,Increased,Yes,8,No,1,16,85
42,,Student,3,Daily Life,Computer Science,ChatGPT,Sometimes,Beginner,Laptop,High,,Suburban,French,Medium,Same,Yes,8,No,1,11,87
51,Female,Student,10,Health,Medicine,Notion AI,Often,Intermediate,Desktop,High,High,Urban,Arabic,Slow,Decreased,No,4,Yes,2,20,83
61,Male,Engineer,12,Work,Medicine,ChatGPT,Daily,Beginner,Laptop,High,Moderate,Suburban,Spanish,Fast,Decreased,No,9,No,3,41,78
23,Female,Teacher,0,Health,Business,Copilot,Daily,Beginner,Mobile,Medium,,Suburban,French,Slow,Decreased,Yes,7,No,3,54,83
40,Male,Student,1,Health,Education,Midjourney,,Intermediate,Desktop,High,High,Suburban,English,Fast,Decreased,Yes,4,Yes,2,42,67
29,,Freelancer,9,Entertainment,Education,ChatGPT,Rarely,Intermediate,Desktop,High,High,Urban,Spanish,Slow,Same,Yes,2,Yes,2,44,63
24,Male,Freelancer,1,Health,Computer Science,ChatGPT,Daily,Beginner,Laptop,Medium,High,Urban,Arabic,Slow,Increased,No,7,No,3,76,61
51,Female,Teacher,0,Shopping,Medicine,Other,Often,Beginner,Desktop,Medium,High,Rural,Spanish,Medium,Same,Yes,10,No,2,45,63
31,Female,Doctor,8,Health,Law,Bard,Often,,Laptop,High,High,Suburban,Arabic,Slow,Same,Yes,6,No,4,97,55
46,,Teacher,6,Work,Art,Notion AI,Daily,Advanced,Laptop,Low,Moderate,Urban,French,Slow,Increased,No,9,No,2,27,85
26,,Student,0,,Medicine,Copilot,Often,Intermediate,Mobile,High,Low,Suburban,English,Medium,Decreased,Yes,5,Yes,2,41,65
41,,Engineer,4,Work,Art,Copilot,Daily,Advanced,Tablet,Medium,High,Rural,English,Medium,Decreased,No,2,Yes,3,60,80
36,,Doctor,2,Shopping,Computer Science,Other,Daily,Intermediate,Mobile,Low,Moderate,Urban,Spanish,Medium,Increased,No,3,Yes,3,40,80
47,Male,Teacher,3,Study,Engineering,Other,Rarely,Beginner,,Medium,Low,Suburban,Arabic,Slow,Same,,9,No,2,45,63
64,Male,Freelancer,8,Work,Business,Bard,Often,Advanced,Tablet,High,High,Suburban,French,Fast,Same,Yes,8,No,2,48,63
43,,Doctor,10,Shopping,Art,Midjourney,Sometimes,Beginner,Desktop,Medium,High,Urban,English,Slow,Decreased,No,1,Yes,3,51,80
51,Male,Unemployed,4,Work,Education,Copilot,Often,Intermediate,Desktop,High,High,Urban,Spanish,Fast,Increased,No,2,Yes,2,37,63
61,,Unemployed,8,Shopping,Education,Other,Rarely,Intermediate,Desktop,Low,High,Urban,French,Medium,Increased,Yes,6,No,2,30,83
54,Male,Teacher,7,Study,Education,Copilot,Rarely,Intermediate,Mobile,Medium,Low,Suburban,English,Fast,Same,No,7,No,2,30,85
26,Female,Researcher,2,Daily Life,Engineering,Notion AI,Rarely,Beginner,Desktop,Low,High,Suburban,English,,Increased,Yes,5,Yes,2,36,65
31,,Unemployed,8,Work,Education,Bard,Often,Beginner,Laptop,Low,Low,Suburban,Arabic,,Same,No,6,No,2,31,65
30,Female,Researcher,0,,Business,Midjourney,Sometimes,Advanced,Desktop,High,High,Rural,Spanish,Medium,Decreased,Yes,3,Yes,2,37,67
50,Female,Engineer,12,Study,Engineering,Midjourney,Often,Advanced,Tablet,Low,Moderate,Urban,French,Fast,Decreased,Yes,6,No,3,77,61
31,Male,Engineer,11,Health,Computer Science,Other,Daily,Intermediate,,Low,Moderate,Suburban,Arabic,Slow,Same,No,4,Yes,4,73,75
25,,Engineer,9,Daily Life,Art,Midjourney,Often,Advanced,,Medium,Low,Suburban,Arabic,Slow,Same,Yes,2,Yes,2,46,65
25,,Designer,27,Shopping,Education,ChatGPT,Rarely,Beginner,Mobile,High,Low,Urban,French,Medium,Decreased,Yes,4,Yes,2,27,83
60,Male,Teacher,10,Health,Education,ChatGPT,Sometimes,Beginner,Desktop,Low,Moderate,Suburban,French,Slow,Same,No,7,No,3,90,63
31,Male,Student,12,Study,Education,Other,Often,,Laptop,High,Low,Rural,French,Slow,Decreased,Yes,3,Yes,2,30,85
46,,Designer,0,Entertainment,,Bard,Sometimes,Intermediate,Laptop,High,Moderate,Rural,Spanish,Slow,Decreased,No,5,Yes,2,32,67
30,Male,Doctor,7,Work,Computer Science,Notion AI,Daily,Intermediate,Laptop,High,High,Rural,French,Fast,Same,Yes,8,No,3,70,63
23,,Student,12,Health,Education,Other,Sometimes,Advanced,Laptop,High,Moderate,Urban,Arabic,Fast,Decreased,Yes,6,No,2,20,83
45,Female,Designer,0,Work,Law,Other,Rarely,Beginner,Laptop,Medium,High,Urban,English,Medium,Same,Yes,3,Yes,2,24,83
29,Male,Teacher,11,Study,Law,ChatGPT,Often,Intermediate,Desktop,Medium,Moderate,Urban,Arabic,Slow,Same,Yes,4,Yes,2,36,65
51,Male,Doctor,4,Study,Engineering,Copilot,Sometimes,Advanced,,Medium,High,Urban,French,Medium,Same,Yes,10,No,3,55,80
60,Female,Unemployed,6,Work,Computer Science,Midjourney,Often,Intermediate,Tablet,High,High,Rural,English,Medium,Increased,Yes,2,Yes,2,45,65
43,Female,Student,10,Work,,Copilot,Rarely,Beginner,Mobile,Low,Low,Urban,English,Slow,Decreased,Yes,3,Yes,2,49,67
57,,Designer,1,Health,Medicine,Other,Rarely,Advanced,Mobile,Low,High,Suburban,French,Fast,Increased,Yes,5,Yes,3,62,61
23,Male,Teacher,5,Study,,ChatGPT,,Beginner,Laptop,Low,Low,Urban,Spanish,Slow,Increased,No,3,Yes,2,46,67
53,Male,Doctor,8,Study,Engineering,Other,Sometimes,Intermediate,Tablet,High,Moderate,Urban,Spanish,Slow,Increased,No,1,Yes,3,86,67
47,Male,Unemployed,12,Health,Business,Other,Sometimes,Intermediate,Desktop,Medium,Moderate,Urban,Spanish,Slow,Increased,,5,Yes,2,39,63
18,,Designer,5,Shopping,Medicine,Other,Daily,Advanced,Laptop,Medium,High,Urban,Spanish,Fast,Decreased,Yes,1,Yes,2,22,87
18,,Unemployed,12,Work,Law,Bard,Rarely,Beginner,Desktop,High,Low,Urban,French,Slow,Increased,Yes,1,Yes,2,47,63
20,,Designer,9,Shopping,Art,Other,Daily,Intermediate,Mobile,Medium,Moderate,Urban,Spanish,Medium,Same,Yes,7,No,2,20,85
24,,Researcher,1,Work,Business,Notion AI,Rarely,Beginner,Tablet,Low,High,Suburban,English,Fast,Increased,No,1,Yes,2,43,63
30,Female,Unemployed,9,Shopping,Engineering,Notion AI,Often,Beginner,Laptop,Low,High,Rural,French,Slow,Increased,Yes,6,No,2,22,85
28,Female,Engineer,7,Shopping,Medicine,Bard,Sometimes,Advanced,Mobile,Medium,Low,Urban,Arabic,Slow,Same,No,8,No,3,81,67
42,Male,Researcher,8,Work,Engineering,Other,Sometimes,Beginner,Mobile,High,High,Suburban,Arabic,Medium,Same,No,9,No,2,22,87
42,,Researcher,30,Work,Education,Midjourney,Often,Beginner,Desktop,High,Moderate,Urban,English,Medium,Increased,No,8,No,2,39,63
62,,Researcher,4,Health,Medicine,Midjourney,Rarely,,Mobile,Low,Low,Urban,French,Medium,Decreased,Yes,7,No,3,76,61
44,Female,Engineer,5,Study,Art,Notion AI,Sometimes,Intermediate,Laptop,Medium,Low,Urban,Arabic,Medium,Same,Yes,2,Yes,3,41,77
34,Male,Engineer,9,Shopping,Business,Copilot,Sometimes,Advanced,Laptop,High,Moderate,Suburban,English,Slow,Increased,No,5,Yes,3,50,78
33,Female,Unemployed,6,Entertainment,Business,Notion AI,Daily,Intermediate,Tablet,High,Moderate,Urban,English,Medium,Same,Yes,7,No,2,43,63
45,,Designer,1,Daily Life,Business,,Sometimes,Beginner,Mobile,Medium,High,Rural,French,Fast,Same,No,1,Yes,2,39,67
58,Female,Unemployed,12,Shopping,Business,Copilot,Daily,Intermediate,Mobile,Low,High,Urban,French,Slow,Increased,Yes,5,Yes,2,32,67
38,,Freelancer,4,Study,Engineering,Bard,Rarely,Intermediate,Desktop,Low,Low,Urban,Arabic,Slow,Decreased,No,4,Yes,2,49,65
40,Female,Unemployed,4,Shopping,Law,Notion AI,Often,Beginner,Laptop,Low,High,Suburban,Spanish,Slow,Decreased,No,9,No,2,42,67
59,Male,Freelancer,8,Daily Life,Computer Science,ChatGPT,Sometimes,Intermediate,Mobile,Medium,Moderate,Suburban,French,Slow,Same,No,9,No,2,49,67
32,Female,Freelancer,2,Shopping,Medicine,Bard,Sometimes,Beginner,Laptop,Medium,Moderate,Suburban,Spanish,Slow,Same,No,9,No,2,20,85
27,Male,Researcher,11,Health,Education,ChatGPT,Often,Beginner,Tablet,Medium,Moderate,Rural,Spanish,Slow,Increased,Yes,3,Yes,3,51,83
56,Male,Engineer,8,Work,Law,ChatGPT,Rarely,Beginner,Tablet,High,Moderate,Urban,Arabic,Fast,Same,No,6,No,3,66,63
20,Female,Student,5,Study,Computer Science,Copilot,Rarely,Advanced,Mobile,High,Low,Suburban,Arabic,Slow,Increased,Yes,9,No,2,34,65
22,Female,Student,12,Work,Art,ChatGPT,Daily,Advanced,Mobile,Medium,High,Suburban,French,Medium,Decreased,Yes,2,Yes,2,26,87
39,Male,Freelancer,11,Study,Law,ChatGPT,Often,Advanced,Mobile,Low,Moderate,Suburban,Arabic,Medium,Decreased,No,10,No,2,22,83
22,Male,Doctor,3,Shopping,Education,Midjourney,Often,Intermediate,Laptop,Medium,Low,Rural,English,Medium,Decreased,No,10,No,3,75,65
54,Female,Student,11,Health,Engineering,ChatGPT,Sometimes,Advanced,Tablet,Low,High,Rural,Arabic,Medium,Decreased,No,8,No,2,25,87
22,Female,Student,9,Study,Art,Other,Sometimes,Intermediate,Desktop,Medium,Low,Urban,French,Medium,Same,Yes,2,Yes,2,38,65
41,,Engineer,9,Work,Engineering,ChatGPT,Daily,Intermediate,Laptop,High,Low,Rural,Arabic,Fast,Decreased,No,7,No,3,90,67
28,Female,Designer,2,Daily Life,Engineering,,Sometimes,Advanced,Desktop,High,High,Suburban,French,Medium,Increased,Yes,8,No,2,48,65
43,,Unemployed,9,Entertainment,Art,Other,Often,Beginner,Mobile,Medium,Low,Rural,English,Fast,Same,No,4,Yes,2,27,85
61,Female,Unemployed,8,Study,Engineering,Other,Daily,Advanced,Desktop,Medium,Moderate,Suburban,Arabic,Fast,Increased,Yes,8,No,2,43,65
22,Male,Student,9,Daily Life,Computer Science,Other,Rarely,Intermediate,Desktop,Medium,Low,Rural,English,Medium,Increased,No,1,Yes,1,20,83
26,,Researcher,9,Study,Law,ChatGPT,Often,Advanced,Mobile,Low,Low,Urban,Spanish,Medium,Decreased,No,8,No,2,32,67
46,,Researcher,6,Daily Life,Education,Other,Sometimes,Advanced,Laptop,High,Moderate,Suburban,English,Medium,Same,No,2,Yes,2,27,85
39,,Student,10,Entertainment,Law,Copilot,Sometimes,Intermediate,Laptop,Medium,Moderate,Rural,English,Slow,Increased,No,8,No,2,44,67
54,,Doctor,10,Shopping,Business,ChatGPT,Sometimes,Beginner,Laptop,Low,Low,Rural,English,Slow,Same,Yes,6,No,3,84,67
42,Male,Doctor,0,Health,Education,ChatGPT,Rarely,Intermediate,Desktop,Low,High,Urban,Spanish,Medium,Decreased,Yes,8,No,4,84,70
48,Female,Researcher,9,,Education,Bard,Rarely,Beginner,Mobile,High,,Suburban,Arabic,Fast,Same,No,9,No,2,32,65
48,Male,Engineer,5,Work,Computer Science,Midjourney,Rarely,Advanced,Laptop,High,Moderate,Rural,Arabic,Medium,Increased,No,10,No,3,89,63
38,Female,Student,12,Study,Medicine,Midjourney,Often,Beginner,Desktop,Low,Moderate,Rural,Spanish,Slow,Same,No,6,No,2,45,63
44,,Freelancer,1,Work,Education,ChatGPT,Daily,Advanced,Mobile,Medium,High,Suburban,French,Medium,Increased,,6,No,2,35,65
39,Female,Doctor,2,Shopping,Education,Bard,Daily,Advanced,Mobile,Low,High,Urban,English,Fast,Increased,Yes,7,No,3,70,65
21,Female,Student,7,Entertainment,Computer Science,Other,Daily,Intermediate,Desktop,High,High,Urban,English,Fast,Decreased,Yes,5,Yes,2,39,67
48,Male,Researcher,2,Shopping,Education,ChatGPT,Rarely,Advanced,Mobile,Low,Moderate,Rural,English,Medium,Increased,No,8,No,2,50,63
52,Male,Freelancer,2,Daily Life,Art,Notion AI,Rarely,Advanced,Tablet,High,Low,Urban,English,Slow,Increased,No,10,No,2,49,65
41,Female,Designer,6,Health,Law,Midjourney,Daily,Intermediate,Tablet,Medium,High,Rural,Spanish,Slow,Decreased,No,3,Yes,3,42,78
20,Male,Unemployed,9,Study,Law,Notion AI,Daily,Intermediate,Desktop,Low,Moderate,Urban,French,Medium,Same,No,8,No,2,35,63
37,,Student,5,Shopping,Medicine,Copilot,Rarely,Beginner,,High,Low,Rural,Spanish,Fast,Decreased,Yes,4,Yes,2,42,65
23,Female,Doctor,8,Entertainment,Art,Other,,Intermediate,Laptop,Low,Low,Rural,English,Medium,Same,Yes,7,No,3,44,78
18,,Unemployed,9,Study,Education,Copilot,Often,Advanced,Tablet,High,,Urban,English,Medium,Increased,No,9,No,2,34,67
